Player,Team,Goals,Shots,Shots_Target,Assists,Fouls,Interceptions,Crosses,Time
Player 1,Barca,0,0,0,0,0,0,0,75.4700249433517
Player 2,Barca,0,0.515421405434608,0.15947450697422,0,0.922773748636246,1.57586067914963,0.792663171887398,75.2835747599602
Player 3,Barca,0,0.901920884847641,0.281146138906479,0,0.96129484474659,1.24893894791603,1.42492763698101,69.0973371267319
Player 4,Barca,0.126711457967758,1.16281136870384,0.380214810371399,0,1.00251021981239,1.17380805313587,1.19990846142173,71.8801820278168
Player 5,Barca,0.180378556251526,1.48759037256241,0.52441018819809,0,0.943642050027847,0.817350469529629,1.53445564210415,72.6838761568069
Player 6,Barca,0.162888020277023,1.30694559216499,0.528849005699158,0.102465100586414,0.893696919083595,0.747385531663895,1.39024024829268,70.9586653113365
Player 7,Barca,0.040226321667433,1.15941749513149,0.46132817864418,0,0.925575360655785,0.994177028536797,1.53107717633247,71.2188154459
Player 8,Barca,0,1.16172134876251,0.376898944377899,0.044511708430946,0.987014621496201,0.988978043198586,1.64176970720291,73.0191040039063
Player 9,Barca,0,0.763139180839062,0.28930127620697,0,0.99873885512352,1.21856517344713,1.45136564970016,74.1612750291824
Player 10,Barca,0,0.824953898787499,0.304296910762787,0,0.879083663225174,1.27092309296131,1.49931879714131,72.8055715560913
Player 11,Barca,0,0.651816800236702,0.259684681892395,0,0.883850023150444,1.30018988251686,1.12966112792492,69.7499641776085
Player 12,Barca,0,0,0,0,0,0,0,14.5817567408085
Player 13,Barca,0,0.36605354771018,0,0,0.572650164365768,0.80268757045269,0,40.1072433590889
Player 14,Barca,0,0.623480454087257,0.221729949116707,0,0.574311636388302,0.543845124542713,0.791581068187952,36.8704603612423
Player 15,Barca,0,0,0,0,0.475965552031994,0,0,31.850004196167
Player 16,Barca,0,0,0.076530933380127,0,0.390707608312368,0,0,28.4472129493952
Player 17,Barca,0,0.233233235776424,0.102276675403118,0,0.444260366261005,0.47261555865407,0,30.2598927915096
Player 18,Barca,0,0,0.140881076455116,0,0.364694125950336,0.225466158241034,0,22.3149102181196
Player 1,Napoli,0,0,0,0,0,0,0,78.7166133522987
Player 2,Napoli,0,0.42546122521162,0,0,1.00555716454983,1.4925143122673,0.857024639844894,73.6712580919266
Player 3,Napoli,0.114180117845535,0.820691868662834,0.296492397785187,0,0.871240630745888,1.56743228435516,1.08790397644043,72.6464504003525
Player 4,Napoli,0.107456289231777,1.13456389307976,0.36809304356575,0.067122716456652,0.931547418236732,1.25790612399578,1.59451626241207,72.214395403862
Player 5,Napoli,0,1.49440878629684,0.510791182518005,0.060859635472298,0.881632015109062,0.852015070617199,1.55328288674355,75.1629555225372
Player 6,Napoli,0.162953525781632,1.45120915770531,0.57157963514328,0,1.08383999764919,0.890836089849472,1.56165100634098,72.1392902731895
Player 7,Napoli,0.171433418989182,1.27266952395439,0.442113965749741,0.060996450483799,0.998992949724197,1.03112968802452,1.77206825464964,72.8391450643539
Player 8,Napoli,0,1.03743706643581,0.329893112182617,0.074233129620552,1.04122188687325,1.12044297158718,1.77652556449175,72.2441440820694
Player 9,Napoli,0,0.965557917952538,0.368480831384659,0,1.29936781525612,1.46277086436749,1.41473487019539,78.0461919307709
Player 10,Napoli,0,0.698650471866131,0.243400812149048,0,0.982201844453812,1.41148272156715,1.07101136818528,75.0867056846619
Player 11,Napoli,0,0.66808208823204,0.246342003345489,0,0.894724667072296,1.19588718563318,1.06453755870461,66.3192903995514
Player 12,Napoli,0,0,0,0,0,0,0,11.7892349511385
Player 13,Napoli,0,0,0.141940549015999,0,0.47659745067358,0.589937724173069,0,33.5816411674023
Player 14,Napoli,0,0.740625575184822,0.257401168346405,0,0.491460785269737,0.430487968027592,0.788970477879047,35.8927844464779
Player 15,Napoli,0,0.40139152482152,0.091999582946301,0,0.516964644193649,0.460764870047569,0.45814011245966,33.2330778241158
Player 16,Napoli,0,0.48943068832159,0.186323210597038,0,0.44846111536026,0.415795810520649,0,31.5225939452648
Player 17,Napoli,0,0,0,0,0.416572138667107,0,0,27.796076759696
Player 18,Napoli,0,0,0,0,0.299716550856829,0.503546062856913,0,19.4003742933273
Player 1,Bayern,0,0,0,0,0,0,0,75.3766044974327
Player 2,Bayern,0,0.51336570084095,0.16034172475338,0,0.920594543218613,1.57351246476173,0.787553749978542,75.2141931653023
Player 3,Bayern,0,0.901096642017364,0.280679672956467,0,0.962356597185135,1.24821396172047,1.42142977565527,69.035125374794
Player 4,Bayern,0.125189274549484,1.16465198993683,0.381100684404373,0,1.00249624252319,1.17379641532898,1.20165953412652,71.8485826253891
Player 5,Bayern,0.180721074342728,1.48950244486332,0.524436354637146,0,0.943808525800705,0.81663228571415,1.536675542593,72.6946377754211
Player 6,Bayern,0.162720263004303,1.30784597992897,0.528560101985931,0.102329380810261,0.896236822009087,0.748720929026604,1.39819514006376,70.9546554088593
Player 7,Bayern,0.039152208715677,1.15315066277981,0.459322392940521,0,0.92439803481102,0.994647786021233,1.53051540255547,71.1757826805115
Player 8,Bayern,0,1.15913335978985,0.375354886054993,0.044377491809428,0.983121320605278,0.987834423780441,1.65006071329117,72.9666668176651
Player 9,Bayern,0,0.761164888739586,0.288239806890488,0,0.997489765286446,1.21958921849728,1.45344696938992,74.1039574146271
Player 10,Bayern,0,0.826230004429817,0.304296582937241,0,0.879528120160103,1.27115576714277,1.49989649653435,72.7173262834549
Player 11,Bayern,0,0.656702123582363,0.261615931987762,0,0.883927002549171,1.30093101412058,1.13136246800423,69.72099006176
Player 12,Bayern,0,0,0,0,0,0,0,14.6660829335451
Player 13,Bayern,0,0.373918510973453,0,0,0.570989213883877,0.802966140210629,0,40.016677826643
Player 14,Bayern,0,0.626002259552479,0.223412603139877,0,0.573795467615128,0.543383751064539,0.792735815048218,36.9163171947002
Player 15,Bayern,0,0,0,0,0.476809769868851,0,0,31.8956005573273
Player 16,Bayern,0,0,0.077778466045857,0,0.38951763510704,0,0,28.414278626442
Player 17,Bayern,0,0.237434793263674,0.104971513152123,0,0.443146616220474,0.472111485898495,0,30.2313196659088
Player 18,Bayern,0,0,0.142986118793488,0,0.365348137915134,0.225401658564806,0,22.3392163962126
Player 1,Chelsea,0,0,0,0,0,0,0,78.6357161402702
Player 2,Chelsea,0,0.428204737603664,0,0,1.00298815965652,1.49023117125034,0.856204703450203,73.6449092626572
Player 3,Chelsea,0.113540582358837,0.819766499102116,0.296064168214798,0,0.87332971394062,1.56619162857533,1.08729377388954,72.6211777329445
