Players,Teams,Goals scored,Total shots,Shots on Target,Assists,Interceptions,Crosses,Fouls committed,Offsides,Time Played,Home_Game
Miranda,Atlético,0,0,0,0,0,0,0,0,0.782608695652174,0
"Oblak
 (GK)",Atlético,0,0,0,0,0,0,0,0,0,0
Mario Suárez,Atlético,0,0,0,0,0,0,0,0,0,0
Raúl García,Atlético,0,0.142857142857143,0,0,0,0,0.428571428571429,0,0.417391304347826,0
Gámez,Atlético,0,0,0,0,0.090909090909091,0,0,0,0.452173913043478,0
Torres,Atlético,0,0.071428571428572,0.25,0,0,0.04,0.285714285714286,0,0.226086956521739,0
Cani,Atlético,0,0,0,0,0,0,0,0,0,0
Giménez,Atlético,0,0,0,0,0,0,0,0,0,0
Diego Simeone,Atlético(COACH),0,0,0,0,0,0,0,0,0,0
"Ospina
 (GK)",Arsenal,0,0,0,0,0,0,0,0,0.782608695652174,1
Gibbs,Arsenal,0,0,0,0,0.454545454545455,0.2,0.142857142857143,0,0.782608695652174,1
Mertesacker,Arsenal,0,0,0,0,0.272727272727273,0,0.142857142857143,0,0.782608695652174,1
Koscielny,Arsenal,0,0,0,0,0.454545454545455,0,0,0,0.782608695652174,1
Özil,Arsenal,0,0,0,0,0,0.2,0,0,0.782608695652174,1
Giroud,Arsenal,0,0.428571428571429,0,0,0.090909090909091,0,0.428571428571429,0,0.521739130434783,1
Alexis Sánchez,Arsenal,0,0.285714285714286,0.5,0,0,0.2,0,0,0.782608695652174,1
Santi Cazorla,Arsenal,0,0,0,0,0.272727272727273,0.12,0,0,0.71304347826087,1
Welbeck,Arsenal,0,0.142857142857143,0,0,0,0,0.142857142857143,0,0.782608695652174,1
Coquelin,Arsenal,0,0,0,0,0.181818181818182,0,0.142857142857143,0,0.591304347826087,1
Bellerín,Arsenal,0,0,0,0,0.181818181818182,0.08,0.428571428571429,0,0.782608695652174,1
"Szczęsny
 (GK)",Arsenal,0,0,0,0,0,0,0,0,0,1
Gabriel,Arsenal,0,0,0,0,0,0,0,0,0,1
Rosický,Arsenal,0,0,0,0,0,0,0.285714285714286,0,0.069565217391304,1
Walcott,Arsenal,0,0.071428571428572,0.25,0,0,0,0,0,0.260869565217391,1
Oxlade-Chamberlain,Arsenal,0.25,0.071428571428572,0.25,0,0,0.04,0,0,0.191304347826087,1
Monreal,Arsenal,0,0,0,0,0,0,0,0,0,1
Chambers,Arsenal,0,0,0,0,0,0,0,0,0,1
Arsène Wenger,Arsenal(COACH),0,0,0,0,0,0,0,0,0,1
"Subašić
 (GK)",Monaco,0,0,0,0,0,0,0,0,0.782608695652174,0
Fabinho,Monaco,0,0,0,0,0.272727272727273,0,0.285714285714286,0,0.782608695652174,0
Abdennour,Monaco,0,0,0,0,0.272727272727273,0.04,0.142857142857143,0.142857142857143,0.782608695652174,0
Dirar,Monaco,0,0,0,0,0.090909090909091,0,0.571428571428571,0,0.71304347826087,0
João Moutinho,Monaco,0,0.214285714285714,0,0.333333333333333,0,0.04,0,0,0.782608695652174,0
Berbatov,Monaco,0.25,0.071428571428572,0.25,0,0,0,0.142857142857143,0.285714285714286,0.660869565217391,0
Wallace,Monaco,0,0,0,0,0.090909090909091,0,0,0,0.782608695652174,0
Elderson,Monaco,0,0,0,0,0.181818181818182,0.04,0.142857142857143,0,0.782608695652174,0
Kondogbia,Monaco,0.25,0.071428571428572,0.25,0,0.272727272727273,0,0.142857142857143,0,0.782608695652174,0
Martial,Monaco,0,0.142857142857143,0.5,0.333333333333333,0,0.08,0,0.285714285714286,0.730434782608696,0
Touré,Monaco,0,0,0,0,0.272727272727273,0.04,0,0,0.782608695652174,0
"Stekelenburg
 (GK)",Monaco,0,0,0,0,0,0,0,0,0,0
Kurzawa,Monaco,0,0,0,0,0.090909090909091,0.04,0,0,0.078260869565217,0
Matheus Carvalho,Monaco,0,0,0,0,0,0,0,0,0,0
Bernardo Silva,Monaco,0,0,0,0,0,0,0,0,0.052173913043478,0
Carrasco,Monaco,0.25,0.214285714285714,0.75,0,0.090909090909091,0,0,0,0.121739130434783,0
Traoré,Monaco,0,0,0,0,0,0,0,0,0,0
Diallo,Monaco,0,0,0,0,0,0,0,0,0,0
Leonardo Jardim,Monaco(COACH),0,0,0,0,0,0,0,0,0,0
"Buffon
 (GK)",Juventus,0,0,0,0,0,0,0,0,0.782608695652174,1
Chiellini,Juventus,0,0.142857142857143,0,0,0.090909090909091,0,0,0,0.782608695652174,1
Pogba,Juventus,0,0,0,0,0.272727272727273,0.04,0.142857142857143,0,0.782608695652174,1
Marchisio,Juventus,0,0,0,0,0.454545454545455,0.28,0.142857142857143,0,0.782608695652174,1
Morata,Juventus,0.25,0.142857142857143,0.25,0,0,0.12,0,0.285714285714286,0.782608695652174,1
Tévez,Juventus,0.25,0.285714285714286,0.5,0,0,0,0,0,0.773913043478261,1
Bonucci,Juventus,0,0.071428571428572,0,0,0.272727272727273,0,0,0,0.782608695652174,1
Pirlo,Juventus,0,0,0,0,0.272727272727273,0.12,0,0,0.321739130434783,1
Vidal,Juventus,0,0,0,0,0,0.04,0.142857142857143,0.142857142857143,0.747826086956522,1
Lichtsteiner,Juventus,0,0,0,0,0,0.12,0.142857142857143,0,0.782608695652174,1
Evra,Juventus,0,0,0,0,0,0.08,0,0,0.782608695652174,1
"Storari
 (GK)",Juventus,0,0,0,0,0,0,0,0,0,1
Cáceres,Juventus,0,0,0,0,0,0,0,0,0,1
Ogbonna,Juventus,0,0,0,0,0,0,0,0,0,1
Coman,Juventus,0,0,0,0,0,0,0,0,0.008695652173913,1
Llorente,Juventus,0,0,0,0,0,0,0,0,0,1
Padoin,Juventus,0,0,0,0,0,0,0,0,0.034782608695652,1
Pereyra,Juventus,0,0.071428571428572,0,0,0.090909090909091,0,0.571428571428571,0.142857142857143,0.460869565217391,1
Massimiliano Allegri,Juventus(COACH),0,0,0,0,0,0,0,0,0,1
"Weidenfeller
 (GK)",Dortmund,0,0,0,0,0,0,0,0,0.782608695652174,0
Gündoğan,Dortmund,0,0,0,0,0.363636363636364,0,0.142857142857143,0,0.782608695652174,0
Immobile,Dortmund,0,0.214285714285714,0.25,0,0,0.08,0.571428571428571,0.142857142857143,0.660869565217391,0
Mkhitaryan,Dortmund,0,0.142857142857143,0,0,0.181818181818182,0.04,0.142857142857143,0,0.782608695652174,0
Reus,Dortmund,0.25,0.142857142857143,0.25,0,0,0.08,0.142857142857143,0,0.782608695652174,0
Hummels,Dortmund,0,0.071428571428572,0,0,0.181818181818182,0,0.142857142857143,0,0.782608695652174,0
Aubameyang,Dortmund,0,0.071428571428572,0,0,0,0.12,0.142857142857143,0.142857142857143,0.782608695652174,0
Nuri Şahin,Dortmund,0,0.071428571428572,0.25,0,0.272727272727273,0.04,0,0,0.782608695652174,0
Papastathopoulos,Dortmund,0,0,0,0,0.090909090909091,0,0,0,0.4,0
Piszczek,Dortmund,0,0,0,0,0.090909090909091,0.04,0,0.142857142857143,0.278260869565217,0
Schmelzer,Dortmund,0,0.071428571428572,0,0,0.090909090909091,0.28,0,0,0.782608695652174,0
"Langerak
 (GK)",Dortmund,0,0,0,0,0,0,0,0,0,0
Kehl,Dortmund,0,0,0,0,0,0,0,0,0,0
Kagawa,Dortmund,0,0,0,0,0,0,0,0,0,0
Błaszczykowski,Dortmund,0,0,0,0,0,0.04,0.142857142857143,0,0.121739130434783,0
Ramos,Dortmund,0,0,0,0,0,0,0,0,0,0
Kirch,Dortmund,0,0.071428571428572,0,0,0,0.08,0,0,0.382608695652174,0
Ginter,Dortmund,0,0,0,0,0.181818181818182,0,0,0,0.504347826086956,0
Jürgen Klopp,Dortmund(COACH),0,0,0,0,0,0,0,0,0,0
"Hart
 (GK)",Man. City,0,0,0,0,0,0,0,0,0.782608695652174,1
Kompany,Man. City,0,0,0,0,0.363636363636364,0,0.428571428571429,0,0.782608695652174,1
Zabaleta,Man. City,0,0,0,0,0.272727272727273,0,0.428571428571429,0,0.782608695652174,1
Fernando,Man. City,0,0,0,0,0.181818181818182,0,0.142857142857143,0,0.782608695652174,1
Milner,Man. City,0,0.071428571428572,0,0,0,0.12,0.142857142857143,0,0.782608695652174,1
Nasri,Man. City,0,0.142857142857143,0.25,0,0,0.12,0,0,0.539130434782609,1
Džeko,Man. City,0,0.428571428571429,0.25,0,0,0.12,0.142857142857143,0,0.591304347826087,1
Agüero,Man. City,0.25,0.142857142857143,0.25,0,0,0,0,0,0.782608695652174,1
David Silva,Man. City,0,0,0,0.333333333333333,0.090909090909091,0.24,0.142857142857143,0,0.678260869565217,1
Clichy,Man. City,0,0,0,0,0,0.16,0.285714285714286,0,0.782608695652174,1
Demichelis,Man. City,0,0.071428571428572,0.25,0,0.272727272727273,0,0,0,0.782608695652174,1
"Caballero
 (GK)",Man. City,0,0,0,0,0,0,0,0,0,1
Sagna,Man. City,0,0,0,0,0,0.04,0,0,0.104347826086957,1
Bony,Man. City,0,0,0,0,0,0,0.142857142857143,0,0.191304347826087,1
Jesús Navas,Man. City,0,0,0,0,0,0,0,0,0,1
Lampard,Man. City,0,0,0,0,0,0,0,0,0,1
Mangala,Man. City,0,0,0,0,0,0,0,0,0,1
Fernandinho,Man. City,0,0,0,0,0,0,0,0,0.243478260869565,1
Manuel Pellegrini,Man. City(COACH),0,0,0,0,0,0,0,0,0,1
"Ter Stegen
 (GK)",Barcelona,0,0,0,0,0,0,0,0,0.782608695652174,0
Piqué,Barcelona,0,0,0,0,0.090909090909091,0,0.142857142857143,0,0.782608695652174,0
Rakitić,Barcelona,0,0.214285714285714,0,0,0.181818181818182,0.04,0,0,0.617391304347826,0
Sergio Busquets,Barcelona,0,0,0,0,0.363636363636364,0.04,0.285714285714286,0,0.782608695652174,0
Iniesta,Barcelona,0,0.071428571428572,0,0,0.090909090909091,0,0.142857142857143,0,0.782608695652174,0
Luis Suárez,Barcelona,0.5,0.357142857142857,0.75,0,0.090909090909091,0.04,0.285714285714286,0,0.782608695652174,0
Messi,Barcelona,0,0.285714285714286,0.5,0,0.181818181818182,0.08,0.285714285714286,0,0.782608695652174,0
Neymar,Barcelona,0,0.071428571428572,0.25,0,0,0,0,0,0.695652173913043,0
Mascherano,Barcelona,0,0,0,0,0.181818181818182,0,0.285714285714286,0,0.782608695652174,0
Jordi Alba,Barcelona,0,0,0,0.333333333333333,0,0.16,0,0,0.782608695652174,0
Dani Alves,Barcelona,0,0,0,0,0.090909090909091,0.16,0.285714285714286,0,0.652173913043478,0
"Bravo
 (GK)",Barcelona,0,0,0,0,0,0,0,0,0,0
Xavi Hernández,Barcelona,0,0,0,0,0,0,0,0,0,0
Pedro Rodríguez,Barcelona,0,0,0,0,0,0,0,0,0.086956521739131,0
Rafinha,Barcelona,0,0,0,0,0,0,0,0,0,0
Sergi Roberto,Barcelona,0,0,0,0,0,0,0,0,0,0
Adriano,Barcelona,0,0.071428571428572,0,0,0.090909090909091,0,0.142857142857143,0,0.130434782608696,0
Mathieu,Barcelona,0,0,0,0,0,0,0,0,0.165217391304348,0
Luis Enrique,Barcelona(COACH),0,0,0,0,0,0,0,0,0,0
"Wellenreuther
 (GK)",Schalke,0,0,0,0,0.090909090909091,0,0,0,0.782608695652174,1
Höwedes,Schalke,0,0,0,0,0.545454545454545,0,0.142857142857143,0,0.782608695652174,1
Boateng,Schalke,0,0.142857142857143,0.25,0,0.181818181818182,0,0.428571428571429,0,0.782608695652174,1
Höger,Schalke,0,0,0,0,0.090909090909091,0.12,0.428571428571429,0,0.695652173913043,1
Choupo-Moting,Schalke,0,0.071428571428572,0,0,0,0.04,0,0,0.782608695652174,1
Aogo,Schalke,0,0.142857142857143,0,0,0.272727272727273,0.08,0.428571428571429,0,0.782608695652174,1
Uchida,Schalke,0,0.071428571428572,0.25,0,0.181818181818182,0.04,0.285714285714286,0,0.782608695652174,1
Huntelaar,Schalke,0,0.071428571428572,0.25,0,0,0,0,0,0.28695652173913,1
Nastasić,Schalke,0,0,0,0,0.272727272727273,0,0,0,0.782608695652174,1
Matip,Schalke,0,0,0,0,0.181818181818182,0,0,0,0.782608695652174,1
Neustädter,Schalke,0,0,0,0,0.272727272727273,0,0.142857142857143,0,0.495652173913043,1
"Wetklo
 (GK)",Schalke,0,0,0,0,0,0,0,0,0,1
Kirchhoff,Schalke,0,0,0,0,0.090909090909091,0.04,0.142857142857143,0,0.28695652173913,1
Meyer,Schalke,0,0,0,0,0,0,0,0.142857142857143,0.086956521739131,1
Fuchs,Schalke,0,0,0,0,0,0,0,0,0,1
Kaan Ayhan,Schalke,0,0,0,0,0,0,0,0,0,1
Barnetta,Schalke,0,0,0,0,0,0,0,0,0,1
Platte,Schalke,0,0.071428571428572,0,0,0,0,0.142857142857143,0,0.495652173913043,1
Roberto Di Matteo,Schalke(COACH),0,0,0,0,0,0,0,0,0,1
"Casillas
 (GK)",Real Madrid,0,0,0,0,0,0,0,0,0.782608695652174,0
Varane,Real Madrid,0,0,0,0.333333333333333,0.454545454545455,0,0,0,0.782608695652174,0
Pepe,Real Madrid,0,0,0,0,0.181818181818182,0,0.142857142857143,0,0.782608695652174,0
Ronaldo,Real Madrid,0.25,0.428571428571429,0.5,0.333333333333333,0,0.04,0.285714285714286,0,0.782608695652174,0
Kroos,Real Madrid,0,0,0,0,0.090909090909091,0.08,0.142857142857143,0,0.782608695652174,0
Benzema,Real Madrid,0,0.142857142857143,0.25,0,0,0.04,0.142857142857143,0.142857142857143,0.678260869565217,0
Bale,Real Madrid,0,0,0,0,0.181818181818182,0.08,0.142857142857143,0.142857142857143,0.782608695652174,0
Marcelo,Real Madrid,0.25,0.071428571428572,0.25,0,0.181818181818182,0.12,0,0,0.782608695652174,0
Carvajal,Real Madrid,0,0,0,0,0.090909090909091,0.08,0,0,0.71304347826087,0
Lucas Silva,Real Madrid,0,0.071428571428572,0,0,0.090909090909091,0,0.285714285714286,0,0.782608695652174,0
Isco,Real Madrid,0,0.071428571428572,0,0,0,0,0.142857142857143,0,0.739130434782609,0
"Navas
 (GK)",Real Madrid,0,0,0,0,0,0,0,0,0,0
Hernández,Real Madrid,0,0,0,0,0,0,0,0,0.104347826086957,0
Arbeloa,Real Madrid,0,0,0,0,0.090909090909091,0,0,0,0.069565217391304,0
Nacho,Real Madrid,0,0,0,0,0,0,0,0,0,0
Jesé,Real Madrid,0,0,0,0,0,0,0,0,0,0
Illarramendi,Real Madrid,0,0,0,0,0,0,0,0,0.043478260869565,0
Medrán,Real Madrid,0,0,0,0,0,0,0,0,0,0
Carlo Ancelotti,Real Madrid(COACH),0,0,0,0,0,0,0,0,0,0
"Vaclík
 (GK)",Basel,0,0,0,0,0,0,0,0,0.782608695652174,1
Samuel,Basel,0,0,0,0,0.363636363636364,0,0.428571428571429,0,0.782608695652174,1
Zuffi,Basel,0,0,0,0,0.181818181818182,0.08,0.285714285714286,0,0.782608695652174,1
Streller,Basel,0,0,0,0,0.090909090909091,0,0.285714285714286,0.428571428571429,0.547826086956522,1
Gashi,Basel,0,0,0,0,0,0.04,0.142857142857143,0,0.721739130434783,1
Suchý,Basel,0,0,0,0,0.272727272727273,0,0.285714285714286,0,0.782608695652174,1
Safari,Basel,0,0,0,0,0.272727272727273,0,0.142857142857143,0,0.782608695652174,1
F. Frei,Basel,0,0,0,0.333333333333333,0.272727272727273,0,0.142857142857143,0.142857142857143,0.782608695652174,1
González,Basel,0.25,0.071428571428572,0.25,0,0,0,0.142857142857143,0,0.217391304347826,1
Elneny,Basel,0,0,0,0,0,0,0.285714285714286,0,0.782608695652174,1
Xhaka,Basel,0,0,0,0,0.090909090909091,0.04,0,0,0.782608695652174,1
"Vailati
 (GK)",Basel,0,0,0,0,0,0,0,0,0,1
P. Degen,Basel,0,0,0,0,0,0,0,0,0,1
Arlind Ajeti,Basel,0,0,0,0,0,0,0,0,0,1
Delgado,Basel,0,0,0,0,0,0,0,0,0,1
Hamoudi,Basel,0,0,0,0,0,0,0,0,0.060869565217391,1
Embolo,Basel,0,0,0,0,0,0,0.142857142857143,0.142857142857143,0.234782608695652,1
Callà,Basel,0,0,0,0,0.181818181818182,0,0.714285714285714,0,0.565217391304348,1
Paulo Sousa,Basel(COACH),0,0,0,0,0,0,0,0,0,1
"Fabiano
 (GK)",Porto,0,0,0,0,0,0,0,0,0.782608695652174,0
Danilo,Porto,0.25,0.214285714285714,0.5,0,0.090909090909091,0.2,0.142857142857143,0,0.782608695652174,0
Maicon,Porto,0,0.071428571428572,0.25,0,0,0,0.142857142857143,0,0.782608695652174,0
Marcano,Porto,0,0,0,0,0.090909090909091,0,0,0.142857142857143,0.782608695652174,0
Casemiro,Porto,0,0.214285714285714,0.25,0,0.181818181818182,0,0.714285714285714,0,0.782608695652174,0
Brahimi,Porto,0,0.071428571428572,0.25,0,0,0.08,0,0,0.530434782608696,0
Martínez,Porto,0,0.214285714285714,0,0,0.090909090909091,0.04,0,0,0.782608695652174,0
Tello,Porto,0,0.071428571428572,0.25,0,0.090909090909091,0.4,0,0.428571428571429,0.704347826086957,0
Herrera,Porto,0,0.142857142857143,0.25,0,0,0,0.142857142857143,0,0.782608695652174,0
Alex Sandro,Porto,0,0,0,0,0.545454545454545,0.04,0.571428571428571,0,0.782608695652174,0
Óliver Torres,Porto,0,0,0,0,0.181818181818182,0,0.142857142857143,0,0.591304347826087,0
"Helton
 (GK)",Porto,0,0,0,0,0,0,0,0,0,0
Martins Indi,Porto,0,0,0,0,0,0,0,0,0,0
Quaresma,Porto,0,0.071428571428572,0,0,0.090909090909091,0.24,0,0,0.252173913043478,0
Quintero,Porto,0,0,0,0,0,0.08,0,0,0.078260869565217,0
Evandro,Porto,0,0,0,0,0,0,0,0,0,0
Rúben Neves,Porto,0,0,0,0,0,0,0,0,0.191304347826087,0
Aboubakar,Porto,0,0,0,0,0,0,0,0,0,0
Julen Lopetegui,Porto(COACH),0,0,0,0,0,0,0,0,0,0
"Pyatov
 (GK)",Shakhtar Donetsk,0,0,0,0,0,0,0,0,0.782608695652174,1
Kucher,Shakhtar Donetsk,0,0,0,0,0.090909090909091,0,0,0,0.782608695652174,1
Fred,Shakhtar Donetsk,0,0,0,0,0.272727272727273,0,0.571428571428571,0,0.782608695652174,1
Luiz Adriano,Shakhtar Donetsk,0,0,0,0,0,0,0.142857142857143,0,0.773913043478261,1
Shevchuk,Shakhtar Donetsk,0,0,0,0,0.181818181818182,0.04,0,0,0.782608695652174,1
Fernando,Shakhtar Donetsk,0,0,0,0,0.363636363636364,0,0.285714285714286,0,0.782608695652174,1
Douglas Costa,Shakhtar Donetsk,0,0,0,0,0.090909090909091,0.08,0.428571428571429,0.142857142857143,0.678260869565217,1
Taison,Shakhtar Donetsk,0,0,0,0,0.363636363636364,0.04,0.142857142857143,0.142857142857143,0.730434782608696,1
Alex Teixeira,Shakhtar Donetsk,0,0,0,0,0.090909090909091,0,0,0,0.782608695652174,1
Srna,Shakhtar Donetsk,0,0,0,0,0,0.08,0.142857142857143,0,0.782608695652174,1
Rakits'kyy,Shakhtar Donetsk,0,0.071428571428572,0.25,0,0.090909090909091,0,0.285714285714286,0,0.782608695652174,1
"Kanibolotskiy
 (GK)",Shakhtar Donetsk,0,0,0,0,0,0,0,0,0,1
Wellington Nem,Shakhtar Donetsk,0,0,0,0,0,0,0,0,0.052173913043478,1
Marlos,Shakhtar Donetsk,0,0,0,0,0,0,0.142857142857143,0,0.104347826086957,1
Gladkiy,Shakhtar Donetsk,0,0,0,0,0,0,0,0.285714285714286,0.008695652173913,1
Kryvtsov,Shakhtar Donetsk,0,0,0,0,0,0,0,0,0,1
Azevedo,Shakhtar Donetsk,0,0,0,0,0,0,0,0,0,1
Ilsinho,Shakhtar Donetsk,0,0,0,0,0,0,0,0,0,1
Mircea Lucescu,Shakhtar Donetsk(COACH),0,0,0,0,0,0,0,0,0,1
"Neuer
 (GK)",Bayern,0,0,0,0,0,0,0,0,0.782608695652174,0
Xabi Alonso,Bayern,0,0,0,0,0,0.16,0.428571428571429,0,0.782608695652174,0
Ribéry,Bayern,0,0.071428571428572,0,0,0,0.2,0.428571428571429,0.142857142857143,0.782608695652174,0
Robben,Bayern,0,0.142857142857143,0,0,0.181818181818182,0.16,0.142857142857143,0,0.782608695652174,0
Rafinha,Bayern,0,0.071428571428572,0.25,0,0.181818181818182,0.08,0,0,0.782608695652174,0
Boateng,Bayern,0,0,0,0,0.272727272727273,0,0.428571428571429,0,0.782608695652174,0
Bernat,Bayern,0,0,0,0,0,0.08,0,0,0.782608695652174,0
Götze,Bayern,0,0.071428571428572,0,0,0.090909090909091,0.08,0.285714285714286,0,0.652173913043478,0
Müller,Bayern,0,0.142857142857143,0,0,0,0,0.285714285714286,0,0.608695652173913,0
Alaba,Bayern,0,0,0,0,0.090909090909091,0,0,0,0.782608695652174,0
Schweinsteiger,Bayern,0,0.071428571428572,0,0,0.090909090909091,0,0.714285714285714,0.142857142857143,0.782608695652174,0
"Reina
 (GK)",Bayern,0,0,0,0,0,0,0,0,0,0
Dante,Bayern,0,0,0,0,0,0,0,0,0,0
Lewandowski,Bayern,0,0,0,0,0.090909090909091,0,0.142857142857143,0,0.130434782608696,0
Rode,Bayern,0,0,0,0,0,0,0,0,0,0
"Starke
 (GK)",Bayern,0,0,0,0,0,0,0,0,0,0
Badstuber,Bayern,0,0,0,0,0,0,0,0,0.173913043478261,0
Weiser,Bayern,0,0,0,0,0,0,0,0,0,0
Josep Guardiola,Bayern(COACH),0,0,0,0,0,0,0,0,0,0
"Sirigu
 (GK)",Paris,0,0,0,0,0,0,0,0,0.782608695652174,1
Thiago Silva,Paris,0,0,0,0,0.090909090909091,0,0.142857142857143,0,0.782608695652174,1
Marquinhos,Paris,0,0,0,0,0.181818181818182,0,0,0,0.782608695652174,1
Cavani,Paris,0.25,0.214285714285714,0.5,0,0,0.04,0.142857142857143,0,0.782608695652174,1
Ibrahimović,Paris,0,0.357142857142857,0.75,0,0,0.08,0.142857142857143,0.142857142857143,0.782608695652174,1
Matuidi,Paris,0,0.071428571428572,0.25,0.333333333333333,0.272727272727273,0.12,0.142857142857143,0,0.782608695652174,1
Maxwell,Paris,0,0,0,0,0,0.12,0.142857142857143,0,0.782608695652174,1
Lavezzi,Paris,0,0.142857142857143,0.25,0,0.090909090909091,0.36,0.142857142857143,0,0.704347826086957,1
Van der Wiel,Paris,0,0,0,0,0.090909090909091,0.2,0.428571428571429,0,0.782608695652174,1
Verratti,Paris,0,0,0,0,0.181818181818182,0,0.714285714285714,0,0.782608695652174,1
David Luiz,Paris,0,0.142857142857143,0,0,0,0,0.857142857142857,0,0.782608695652174,1
"Douchez
 (GK)",Paris,0,0,0,0,0,0,0,0,0,1
Camara,Paris,0,0,0,0,0,0,0,0,0,1
Bahebeck,Paris,0,0,0,0,0,0,0,0,0,1
Digne,Paris,0,0,0,0,0,0,0,0,0,1
Rabiot,Paris,0,0,0,0,0,0,0,0,0,1
Pastore,Paris,0,0.071428571428572,0,0,0,0.12,0,0,0.078260869565217,1
Kimpembe,Paris,0,0,0,0,0,0,0,0,0,1
Laurent Blanc,Paris(COACH),0,0,0,0,0,0,0,0,0,1
"Courtois
 (GK)",Chelsea,0,0,0,0,0,0,0,0,0.782608695652174,0
Ivanović,Chelsea,0.25,0.071428571428572,0.25,0,0,0.04,0.428571428571429,0,0.782608695652174,0
Fàbregas,Chelsea,0,0,0,0,0,0.16,0.571428571428571,0,0.730434782608696,0
Ramires,Chelsea,0,0.071428571428572,0,0,0.090909090909091,0,0.285714285714286,0,0.782608695652174,0
E. Hazard,Chelsea,0,0,0,0,0,0.04,0,0,0.782608695652174,0
Diego Costa,Chelsea,0,0,0,0,0.181818181818182,0,0.285714285714286,0,0.704347826086957,0
Matić,Chelsea,0,0,0,0,0.090909090909091,0,0.714285714285714,0,0.782608695652174,0
Willian,Chelsea,0,0,0,0,0,0,0,0,0.68695652173913,0
Cahill,Chelsea,0,0,0,0.333333333333333,0.090909090909091,0,0.142857142857143,0,0.782608695652174,0
Terry,Chelsea,0,0,0,0,0.181818181818182,0.04,0.142857142857143,0,0.782608695652174,0
Azpilicueta,Chelsea,0,0,0,0,0.272727272727273,0,0.142857142857143,0,0.782608695652174,0
"Čech
 (GK)",Chelsea,0,0,0,0,0,0,0,0,0,0
Filipe Luís,Chelsea,0,0,0,0,0,0,0,0,0,0
Zouma,Chelsea,0,0,0,0,0,0,0,0,0,0
Oscar,Chelsea,0,0,0,0,0,0,0,0,0.052173913043478,0
Drogba,Chelsea,0,0,0,0,0,0,0,0,0,0
Rémy,Chelsea,0,0,0,0,0,0,0,0,0.078260869565217,0
Cuadrado,Chelsea,0,0,0,0,0,0,0.142857142857143,0,0.095652173913044,0
José Mourinho,Chelsea(COACH),0,0,0,0,0,0,0,0,0,0
"Navas
 (GK)",Real Madrid,0,0,0,0,0,0,0,0,0.782608695652174,0
Pepe,Real Madrid,0,0,0,0,0.181818181818182,0,0.142857142857143,0,0.782608695652174,0
Ramos,Real Madrid,0.25,0.071428571428572,0.25,0,0.272727272727273,0,0.428571428571429,0,0.782608695652174,0
Ronaldo,Real Madrid,0,0.214285714285714,0.5,0,0.181818181818182,0.12,0,0,0.782608695652174,0
Kroos,Real Madrid,0,0.071428571428572,0,0,0.181818181818182,0.2,0,0,0.626086956521739,0
Benzema,Real Madrid,0,0.142857142857143,0.5,0,0.090909090909091,0.04,0.142857142857143,0,0.669565217391304,0
Bale,Real Madrid,0,0.428571428571429,0.25,0.333333333333333,0.181818181818182,0.08,0.428571428571429,0,0.782608695652174,0
Marcelo,Real Madrid,0,0.071428571428572,0,0,0.363636363636364,0.08,0,0,0.782608695652174,0
Casemiro,Real Madrid,0,0,0,0,0.090909090909091,0,0.428571428571429,0,0.782608695652174,0
Carvajal,Real Madrid,0,0,0,0,0,0,0,0,0.452173913043478,0
Modrić,Real Madrid,0,0,0,0,0.181818181818182,0.04,0.142857142857143,0,0.782608695652174,0
"Casilla
 (GK)",Real Madrid,0,0,0,0,0,0,0,0,0,0
Nacho,Real Madrid,0,0,0,0,0,0,0,0,0,0
James Rodríguez,Real Madrid,0,0,0,0,0,0,0,0,0,0
Lucas Vázquez,Real Madrid,0,0,0,0,0,0,0,0,0.11304347826087,0
Jesé,Real Madrid,0,0,0,0,0,0,0,0,0,0
Isco,Real Madrid,0,0,0,0,0.090909090909091,0,0,0,0.156521739130435,0
Danilo,Real Madrid,0,0,0,0,0.363636363636364,0.12,0.142857142857143,0,0.330434782608696,0
Zinédine Zidane,Real Madrid(COACH),0,0,0,0,0,0,0,0,0,0
"Oblak
 (GK)",Atlético,0,0,0,0,0.090909090909091,0,0,0,0.782608695652174,0
Godín,Atlético,0,0,0,0,0.090909090909091,0,0.142857142857143,0,0.782608695652174,0
Filipe Luís,Atlético,0,0,0,0,0.272727272727273,0.36,0.142857142857143,0,0.078260869565217,0
Koke,Atlético,0,0.214285714285714,0.25,0,0,0.16,0.285714285714286,0,0.139130434782609,0
Griezmann,Atlético,0,0.285714285714286,0.5,0,0.090909090909091,0.04,0,0.142857142857143,0.782608695652174,0
Torres,Atlético,0,0.142857142857143,0,0,0,0,0.285714285714286,0.142857142857143,0.782608695652174,0
Fernández,Atlético,0,0,0,0,0.090909090909091,0,0,0,0.4,0
Gabi,Atlético,0,0.071428571428572,0,0,0.363636363636364,0,0.142857142857143,0,0.782608695652174,0
Savić,Atlético,0,0.071428571428572,0,0,0.272727272727273,0,0,0,0.782608695652174,0
Saúl Ñíguez,Atlético,0,0,0,0,0,0,0,0,0.782608695652174,0
Juanfran,Atlético,0,0.071428571428572,0,0.333333333333333,0.090909090909091,0.08,0.428571428571429,0,0.782608695652174,0
"Moyà
 (GK)",Atlético,0,0,0,0,0,0,0,0,0,0
Tiago,Atlético,0,0,0,0,0,0,0,0,0,0
Correa,Atlético,0,0,0,0,0,0,0,0,0,0
