,Unnamed: 0,Teams,Goals,Total Attempts,On Target,Off Target,Blocked,Woodwork,Corners,Offside,Possession,Passes,Passing Accuracy,Passes Completed,Distance Covered,Balls Recovered,Tackles,Clearances,Blocks,Yellow Cards,Red Cards,Fouls,"Anfield, Liverpool","Arena AufSchalke, Gelsenkirchen","Arena Lviv, Lviv","Arsenal Stadium, London","BVB Stadion Dortmund, Dortmund","BayArena, Leverkusen","Beşiktaş Park, Istanbul","Camp Nou, Barcelona","City of Manchester Stadium, Manchester","Estadio Metropolitano, Madrid","Estadio Ramón Sánchez-Pizjuán, Seville","Estadio Santiago Bernabéu, Madrid","Estadio Vicente Calderón, Madrid","Estádio do Dragão, Porto","Estádio do Sport Lisboa e Benfica, Lisbon","Football Arena Munich, Munich","Johan Cruijff ArenA, Amsterdam","Juventus Stadium, Turin","KAA Gent Stadium, Ghent","King Power Stadium, Leicester","NSK Olimpiyskyi, Kyiv","OL Stadium, Décines","OSK Metalist Stadion, Kharkiv","Old Trafford, Manchester","Olympiastadion, Berlin","PSV Stadion, Eindhoven","Parc des Princes, Paris","Principality Stadium, Cardiff","St. Jakob-Park, Basel","Stade Louis II, Monaco","Stadio Olimpico, Rome","Stadio San Paolo, Naples","Stadio San Siro, Milan","Stadion Petrovskiy, St Petersburg","Stamford Bridge, London","Tottenham Hotspur Stadium, London","VfL Wolfsburg Arena, Wolfsburg","Wembley Stadium, London",Home_game
156,156,Napoli,0.142857142857143,0.324324324324324,0.307692307692308,0.533333333333333,0.083333333333333,0.333333333333333,0.692307692307692,0.333333333333333,0.522727272727273,0.498920086393089,0.755926676571853,0.477578475336323,0.359937402190923,0.721311475409836,0,0.102564102564103,0.333333333333333,0.25,0,0.608695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
157,157,Real Madrid,0.428571428571429,0.432432432432432,0.384615384615385,0.533333333333333,0.333333333333333,0.333333333333333,0.692307692307692,0.444444444444444,0.477272727272727,0.380129589632829,0.645706157160327,0.354260089686099,0.223787167449139,0.688524590163935,0.454545454545455,0.384615384615385,0.083333333333333,0,0,0.217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
158,158,Porto,0,0.054054054054054,0,0.2,0,0,0.076923076923077,0.111111111111111,0.068181818181818,0.061555075593953,0.464174935430751,0.065022421524664,0.103286384976526,0.065573770491803,0.272727272727273,0.461538461538462,0.25,0.625,1,0.391304347826087,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
159,159,Juventus,0.285714285714286,0.243243243243243,0.307692307692308,0.2,0.25,0.333333333333333,0.076923076923077,0.111111111111111,0.931818181818182,0.639308855291577,0.984600159139478,0.653587443946188,0.275430359937402,0.19672131147541,0.272727272727273,0.051282051282051,0,0.125,0,0.434782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,160,Sevilla,0.285714285714286,0.567567567567568,0.615384615384615,0.666666666666667,0.333333333333333,0.666666666666667,0.615384615384615,0,0.909090909090909,0.532397408207344,0.869416827422466,0.52914798206278,0.250391236306729,0.245901639344262,0.363636363636364,0.230769230769231,0.25,0.25,0,0.130434782608696,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
161,161,Leicester,0.142857142857143,0.405405405405405,0.230769230769231,0.666666666666667,0.25,0,0.615384615384615,0,0.090909090909091,0.07451403887689,0.225168428823415,0.059417040358744,0.184663536776213,0.39344262295082,0.272727272727273,0.358974358974359,0.333333333333333,0,0,0.260869565217391,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,162,Leverkusen,0.285714285714286,0.351351351351351,0.230769230769231,0.2,0.666666666666667,0,0.461538461538462,0.111111111111111,0.704545454545455,0.41036717062635,0.484757652200892,0.355381165919282,0.241001564945227,0.655737704918033,0.454545454545455,0.384615384615385,0.083333333333333,0.5,0,0.478260869565217,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
163,163,Atlético,0.571428571428571,0.27027027027027,0.538461538461538,0.2,0.083333333333333,0.333333333333333,0.461538461538462,0.444444444444444,0.295454545454545,0.168466522678186,0.108039732096931,0.119955156950673,0.328638497652582,0.540983606557377,0.181818181818182,0.435897435897436,0.666666666666667,0.375,0,0.260869565217391,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,164,Man. City,0.714285714285714,0.189189189189189,0.461538461538462,0,0.166666666666667,0,0.384615384615385,0.333333333333333,0.75,0.453563714902808,0.785392893881051,0.441704035874439,0.179968701095462,0.311475409836066,0.454545454545455,0.307692307692308,0.166666666666667,0.5,0,0.391304347826087,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
165,165,Monaco,0.428571428571429,0.189189189189189,0.461538461538462,0,0.166666666666667,0,0.384615384615385,0.555555555555556,0.25,0.113390928725702,0.549153502677762,0.114349775784753,0.112676056338028,0.295081967213115,0.454545454545455,0.435897435897436,0.166666666666667,0.75,0,0.521739130434783,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,166,Bayern,0.714285714285714,0.621621621621622,0.846153846153846,0.4,0.583333333333333,0.333333333333333,0.692307692307692,0.333333333333333,0.909090909090909,0.672786177105832,0.946482306320681,0.677130044843049,0.230046948356808,0.508196721311475,0.090909090909091,0.102564102564103,0.083333333333333,0.25,0,0.391304347826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
167,167,Arsenal,0.142857142857143,0.297297297297297,0.384615384615385,0.4,0.083333333333333,0,0.692307692307692,0.222222222222222,0.090909090909091,0.115550755939525,0.440768027908026,0.10762331838565,0.208137715179969,0.360655737704918,0.363636363636364,0.487179487179487,0.583333333333333,0.375,0,0.347826086956522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,168,Real Madrid,0.428571428571429,0.513513513513514,0.384615384615385,0.8,0.25,0.333333333333333,0.384615384615385,0.777777777777778,0.590909090909091,0.457883369330454,0.888092979056029,0.463004484304933,0.183098591549296,0.557377049180328,0.181818181818182,0.102564102564103,0.166666666666667,0.25,0,0.260869565217391,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
169,169,Napoli,0.142857142857143,0.405405405405405,0.153846153846154,0.8,0.166666666666667,0,0.384615384615385,0.111111111111111,0.409090909090909,0.488120950323974,0.823439793990827,0.479820627802691,0.336463223787167,0.39344262295082,0.181818181818182,0.230769230769231,0.25,0.25,0,0.391304347826087,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,170,Benfica,0.142857142857143,0.081081081081081,0.076923076923077,0.066666666666667,0.166666666666667,0,0.230769230769231,0.222222222222222,0.159090909090909,0.122030237580994,0.291671232847983,0.100896860986547,0.248826291079812,0.426229508196721,0.181818181818182,0.487179487179487,0.166666666666667,0.125,0,0.521739130434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
171,171,Dortmund,0,0.189189189189189,0.307692307692308,0.066666666666667,0.25,0,0.230769230769231,0.888888888888889,0.840909090909091,0.543196544276458,0.793638722682078,0.524663677130045,0.244131455399061,0.491803278688525,0.363636363636364,0,0.166666666666667,0.375,0,0.304347826086957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,172,Paris,0.571428571428571,0.405405405405405,0.769230769230769,0.133333333333333,0.333333333333333,0,0.153846153846154,0,0.340909090909091,0.27645788336933,0.835558834532645,0.286995515695067,0.289514866979656,0.39344262295082,0.727272727272727,0.41025641025641,0.083333333333333,0.125,0,0.478260869565217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
173,173,Barcelona,0,0.081081081081081,0.076923076923077,0.133333333333333,0.083333333333333,0.333333333333333,0.153846153846154,0.333333333333333,0.659090909090909,0.442764578833693,0.885442944056981,0.448430493273543,0.161189358372457,0.213114754098361,0.454545454545455,0.153846153846154,0.333333333333333,0.375,0,0.347826086956522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
174,174,Real Madrid,0.428571428571429,0.297297297297297,0.384615384615385,0.4,0.083333333333333,0.333333333333333,0.692307692307692,0.777777777777778,0.75,0.516198704103672,0.926739322792149,0.524663677130045,0.122065727699531,0.40983606557377,0.181818181818182,0.333333333333333,0.583333333333333,0,0,0.086956521739131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,175,Liverpool,0.142857142857143,0.378378378378378,0.153846153846154,0.4,0.583333333333333,0.333333333333333,0.692307692307692,0.333333333333333,0.25,0.195464362850972,0.482943397470776,0.177130044843049,0.248826291079812,0.311475409836066,0.909090909090909,0.282051282051282,0.083333333333333,0.125,0,0.652173913043478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,176,Roma,0.571428571428571,0.594594594594595,0.461538461538462,0.933333333333333,0.25,0.333333333333333,0.538461538461538,0.333333333333333,0.681818181818182,0.388768898488121,0.655264904092483,0.363228699551569,0.295774647887324,0.344262295081967,0.272727272727273,0.128205128205128,0.416666666666667,0.25,0,0.304347826086957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
177,177,Liverpool,0.285714285714286,0.621621621621622,0.384615384615385,0.933333333333333,0.416666666666667,0,0.538461538461538,0.555555555555556,0.318181818181818,0.200863930885529,0.23987655288435,0.15695067264574,0.31924882629108,0.344262295081967,0.090909090909091,0.58974358974359,0.25,0.375,0,0.478260869565217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
178,178,Real Madrid,0.285714285714286,0.216216216216216,0.230769230769231,0.333333333333333,0.083333333333333,0,0.461538461538462,0.333333333333333,0.363636363636364,0.248380129589633,0.629648315773853,0.237668161434978,0.298904538341158,0.278688524590164,0.181818181818182,0.615384615384615,0.583333333333333,0.5,0,0.304347826086957,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
179,179,Bayern,0.285714285714286,0.513513513513514,0.615384615384615,0.333333333333333,0.583333333333333,0.333333333333333,0.461538461538462,0,0.636363636363636,0.461123110151188,0.764813084565132,0.445067264573991,0.350547730829421,0.344262295081967,0.181818181818182,0.230769230769231,0.083333333333333,0,0,0.304347826086957,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,180,Bayern,0.142857142857143,0.324324324324324,0.384615384615385,0.266666666666667,0.333333333333333,0,0.769230769230769,0,0.704545454545455,0.497840172786177,0.748861148143277,0.475336322869955,0.262910798122066,0.377049180327869,0.363636363636364,0.025641025641026,0.083333333333333,0.25,0,0.217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
181,181,Real Madrid,0.285714285714286,0.216216216216216,0.307692307692308,0.266666666666667,0.083333333333333,0,0.769230769230769,0.666666666666667,0.295454545454545,0.265658747300216,0.664082208042735,0.256726457399103,0.198748043818467,0.377049180327869,0.181818181818182,0.358974358974359,0.333333333333333,0.125,0,0.478260869565217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,182,Liverpool,0.714285714285714,0.513513513513514,0.846153846153846,0.333333333333333,0.333333333333333,0.333333333333333,0.538461538461538,0.555555555555556,0.5,0.284017278617711,0.506454278240446,0.253363228699552,0.312989045383412,0.60655737704918,0.636363636363636,0.461538461538462,0.25,0.375,0,0.434782608695652,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
183,183,Roma,0.285714285714286,0.351351351351351,0.461538461538462,0.333333333333333,0.25,0.333333333333333,0.538461538461538,0.333333333333333,0.5,0.326133909287257,0.511922756733509,0.289237668161435,0.262910798122066,0.40983606557377,0.545454545454545,0.487179487179487,0.333333333333333,0.25,0,0.173913043478261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,184,Bayern,0,0.432432432432432,0.461538461538462,0.6,0.166666666666667,0,0.692307692307692,0.555555555555556,0.522727272727273,0.315334773218143,0.733823084468582,0.309417040358744,0.291079812206573,0.491803278688525,0.454545454545455,0.205128205128205,0.166666666666667,0.125,0,0.434782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
185,185,Sevilla,0,0.27027027027027,0,0.6,0.166666666666667,0.333333333333333,0.692307692307692,0.111111111111111,0.477272727272727,0.353131749460043,0.645524131582788,0.330717488789238,0.300469483568075,0.213114754098361,0.090909090909091,0.487179487179487,0.166666666666667,0.375,1,0.391304347826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,186,Real Madrid,0.142857142857143,0.486486486486487,0.461538461538462,0.533333333333333,0.416666666666667,0.333333333333333,0.538461538461538,0.444444444444444,0.681818181818182,0.506479481641469,0.971046539413559,0.523542600896861,0.267605633802817,0.295081967213115,0.272727272727273,0.358974358974359,0.25,0.375,0,0.217391304347826,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
187,187,Juventus,0.428571428571429,0.432432432432432,0.461538461538462,0.533333333333333,0.25,0,0.538461538461538,0.222222222222222,0.318181818181818,0.23110151187905,0.715323119157143,0.232062780269058,0.39906103286385,0.229508196721311,0.545454545454545,0.487179487179487,0.416666666666667,0.75,1,0.739130434782609,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,188,Roma,0.428571428571429,0.405405405405405,0.538461538461538,0.533333333333333,0.083333333333333,0,0.461538461538462,0,0.386363636363636,0.225701943844492,0.219868124777563,0.173766816143498,0.201877934272301,0.327868852459016,0.090909090909091,0.333333333333333,0.166666666666667,0.25,0,0.695652173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
189,189,Barcelona,0,0.324324324324324,0.230769230769231,0.533333333333333,0.166666666666667,0,0.461538461538462,0.444444444444444,0.613636363636364,0.352051835853132,0.406224719854099,0.295964125560538,0.120500782472613,0.475409836065574,0.363636363636364,0.461538461538462,0.083333333333333,0.375,0,0.304347826086957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
190,190,Man. City,0.142857142857143,0.513513513513514,0.230769230769231,0.333333333333333,1,0.333333333333333,0.692307692307692,0.888888888888889,0.818181818181818,0.548596112311015,0.663719440530423,0.504484304932735,0.247261345852895,0.344262295081967,0.363636363636364,0.128205128205128,0,0.25,0,0.086956521739131,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
191,191,Liverpool,0.285714285714286,0.189189189189189,0.230769230769231,0.333333333333333,0,0,0.692307692307692,0,0.181818181818182,0.144708423326134,0.204532142048248,0.110986547085202,0.314553990610329,0.491803278688525,0.545454545454545,0.641025641025641,1,0.5,0,0.173913043478261,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,192,Liverpool,0.428571428571429,0.216216216216216,0.384615384615385,0.133333333333333,0.166666666666667,0,0,0.333333333333333,0.227272727272727,0.237580993520518,0.290102389078499,0.190582959641256,0.406885758998435,0.573770491803279,0.363636363636364,0.769230769230769,0.416666666666667,0.125,0,0.130434782608696,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
193,193,Man. City,0,0.162162162162162,0,0.133333333333333,0.416666666666667,0,0,0.444444444444444,0.772727272727273,0.628509719222462,0.75566170875785,0.594170403587444,0.323943661971831,0.491803278688525,0.363636363636364,0.512820512820513,0.166666666666667,0.5,0,0.304347826086957,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,194,Barcelona,0.571428571428571,0.486486486486487,0.692307692307692,0.4,0.333333333333333,0.333333333333333,0.769230769230769,0.333333333333333,0.636363636363636,0.518358531317495,0.855171390414006,0.513452914798206,0.206572769953052,0.557377049180328,0.090909090909091,0.230769230769231,0.583333333333333,0,0,0.217391304347826,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
195,195,Roma,0.142857142857143,0.405405405405405,0.230769230769231,0.4,0.583333333333333,0,0.769230769230769,0,0.363636363636364,0.307775377969762,0.552455853984269,0.27914798206278,0.284820031298905,0.459016393442623,0.636363636363636,0.179487179487179,0.333333333333333,0.25,0,0.217391304347826,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,196,Juventus,0,0.297297297297297,0.153846153846154,0.4,0.333333333333333,0,0.384615384615385,0.111111111111111,0.454545454545454,0.376889848812095,0.846772346628672,0.381165919282511,0.230046948356808,0.213114754098361,0.545454545454545,0.128205128205128,0,0.375,1,0.478260869565217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
197,197,Real Madrid,0.428571428571429,0.297297297297297,0.461538461538462,0.4,0,0.666666666666667,0.384615384615385,0,0.545454545454546,0.532397408207344,0.922837216204184,0.539237668161435,0.217527386541471,0.245901639344262,0.454545454545455,0.282051282051282,0.333333333333333,0.25,0,0.565217391304348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,198,Sevilla,0.142857142857143,0.189189189189189,0.307692307692308,0.2,0.083333333333333,0,0.230769230769231,0.111111111111111,0.318181818181818,0.273218142548596,0.599831193255308,0.255605381165919,0.331768388106416,0.245901639344262,0.181818181818182,0.282051282051282,0.25,0.25,0,0.391304347826087,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
199,199,Bayern,0.285714285714286,0.243243243243243,0.307692307692308,0.2,0.25,0,0.230769230769231,0.333333333333333,0.681818181818182,0.440604751619871,0.802379476794427,0.432735426008969,0.262910798122066,0.229508196721311,0.454545454545455,0.205128205128205,0.083333333333333,0.375,0,0.260869565217391,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,200,Barcelona,0.428571428571429,0.189189189189189,0.538461538461538,0.066666666666667,0,0,0.307692307692308,0.111111111111111,0.568181818181818,0.461123110151188,0.857098222974195,0.460762331838565,0.178403755868545,0.311475409836066,0.636363636363636,0.358974358974359,0.333333333333333,0.125,0,0.347826086956522,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
201,201,Chelsea,0,0.189189189189189,0.230769230769231,0.066666666666667,0.333333333333333,0.666666666666667,0.307692307692308,0.666666666666667,0.431818181818182,0.325053995680346,0.593846258540694,0.29932735426009,0.237871674491393,0.40983606557377,0.545454545454545,0,0,0.375,0,0.608695652173913,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,202,Beşiktaş,0.142857142857143,0.432432432432432,0.307692307692308,0.466666666666667,0.5,0,0.307692307692308,0.333333333333333,0.522727272727273,0.333693304535637,0.621720202194497,0.310538116591928,0.089201877934272,0.475409836065574,0.272727272727273,0.153846153846154,0,0.25,0,0.652173913043478,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
203,203,Bayern,0.428571428571429,0.324324324324324,0.461538461538462,0.466666666666667,0,0,0.307692307692308,0.111111111111111,0.477272727272727,0.319654427645788,0.620274527811018,0.298206278026906,0.162754303599374,0.639344262295082,0.272727272727273,0.307692307692308,0.5,0.375,0,0.434782608695652,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,204,Man. United,0.142857142857143,0.432432432432432,0.307692307692308,0.533333333333333,0.416666666666667,0,0.384615384615385,0.111111111111111,0.522727272727273,0.376889848812095,0.46764884242958,0.325112107623318,0.179968701095462,0.491803278688525,0.090909090909091,0.076923076923077,0.416666666666667,0.125,0,0.260869565217391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
205,205,Sevilla,0.285714285714286,0.486486486486487,0.461538461538462,0.533333333333333,0.416666666666667,0,0.384615384615385,0.111111111111111,0.477272727272727,0.347732181425486,0.607092316656955,0.320627802690583,0.242566510172144,0.721311475409836,0.181818181818182,0.538461538461538,0.416666666666667,0.5,0,0.304347826086957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,206,Roma,0.142857142857143,0.243243243243243,0.230769230769231,0.266666666666667,0.25,0,0.153846153846154,0.555555555555556,0.272727272727273,0.18682505399568,0.510269840452662,0.172645739910314,0.272300469483568,0.278688524590164,1,0.384615384615385,0.166666666666667,0.25,0,0.478260869565217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
207,207,Shakhtar Donetsk,0,0.135135135135135,0,0.266666666666667,0.166666666666667,0,0.153846153846154,0.222222222222222,0.727272727272727,0.452483801295896,0.751148258710478,0.434977578475336,0.228482003129891,0.229508196721311,0.090909090909091,0.461538461538462,0.25,0.375,1,0.347826086956522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
208,208,Man. City,0.142857142857143,0.162162162162162,0.230769230769231,0,0.333333333333333,0,0.384615384615385,0.333333333333333,1,1,0.984543614194746,1,0.328638497652582,0.39344262295082,0.181818181818182,0.102564102564103,0.083333333333333,0.125,0,0.086956521739131,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
209,209,Basel,0.285714285714286,0.081081081081081,0.230769230769231,0,0.083333333333333,0,0.384615384615385,0.555555555555556,0,0.16414686825054,0.460137016476816,0.149103139013453,0.383411580594679,0.426229508196721,0.090909090909091,0.435897435897436,0.333333333333333,0.125,0,0.391304347826087,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,210,Tottenham,0.142857142857143,0.594594594594595,0.461538461538462,0.6,0.666666666666667,0.333333333333333,0.461538461538462,0.111111111111111,0.545454545454546,0.384449244060475,0.702892814483763,0.366591928251121,0.370892018779343,0.540983606557377,0.363636363636364,0.076923076923077,0.083333333333333,0.375,0,0.739130434782609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
211,211,Juventus,0.285714285714286,0.324324324324324,0.230769230769231,0.6,0.083333333333333,0,0.461538461538462,0.333333333333333,0.454545454545454,0.317494600431966,0.625916563902348,0.297085201793722,0.363067292644758,0.540983606557377,0.818181818181818,0.641025641025641,0.666666666666667,0.5,0,0.391304347826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
212,212,Liverpool,0,0.297297297297297,0.384615384615385,0.333333333333333,0.166666666666667,0.333333333333333,0.076923076923077,0.555555555555556,0.772727272727273,0.700863930885529,0.784057264395591,0.665919282511211,0.317683881064163,0.491803278688525,0.454545454545455,0.025641025641026,0.166666666666667,0.125,0,0.347826086956522,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
213,213,Porto,0,0.189189189189189,0.076923076923077,0.333333333333333,0.166666666666667,0,0.076923076923077,0.111111111111111,0.227272727272727,0.273218142548596,0.469584792238258,0.239910313901345,0.361502347417841,0.524590163934426,0.363636363636364,0.538461538461538,0.25,0.25,0,0.434782608695652,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,214,Paris,0.142857142857143,0.189189189189189,0.153846153846154,0.2,0.25,0,0.538461538461538,0.555555555555556,0.5,0.444924406047516,0.873271907025269,0.448430493273543,0.206572769953052,0.295081967213115,0.272727272727273,0.102564102564103,0.5,0.375,1,0.304347826086957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
