,Unnamed: 0,Teams,Goals,Total Attempts,On Target,Off Target,Blocked,Woodwork,Corners,Offside,Possession,Passes,Passing Accuracy,Passes Completed,Distance Covered,Balls Recovered,Tackles,Clearances,Blocks,Yellow Cards,Red Cards,Fouls,"Anfield, Liverpool","Arena AufSchalke, Gelsenkirchen","Arena Lviv, Lviv","Arsenal Stadium, London","BVB Stadion Dortmund, Dortmund","BayArena, Leverkusen","Beşiktaş Park, Istanbul","Camp Nou, Barcelona","City of Manchester Stadium, Manchester","Estadio Metropolitano, Madrid","Estadio Ramón Sánchez-Pizjuán, Seville","Estadio Santiago Bernabéu, Madrid","Estadio Vicente Calderón, Madrid","Estádio do Dragão, Porto","Estádio do Sport Lisboa e Benfica, Lisbon","Football Arena Munich, Munich","Johan Cruijff ArenA, Amsterdam","Juventus Stadium, Turin","KAA Gent Stadium, Ghent","King Power Stadium, Leicester","NSK Olimpiyskyi, Kyiv","OL Stadium, Décines","OSK Metalist Stadion, Kharkiv","Old Trafford, Manchester","Olympiastadion, Berlin","PSV Stadion, Eindhoven","Parc des Princes, Paris","Principality Stadium, Cardiff","St. Jakob-Park, Basel","Stade Louis II, Monaco","Stadio Olimpico, Rome","Stadio San Paolo, Naples","Stadio San Siro, Milan","Stadion Petrovskiy, St Petersburg","Stamford Bridge, London","Tottenham Hotspur Stadium, London","VfL Wolfsburg Arena, Wolfsburg","Wembley Stadium, London",Home_game
215,215,Real Madrid,0.285714285714286,0.378378378378378,0.461538461538462,0.2,0.5,1,0.538461538461538,0.555555555555556,0.5,0.464362850971922,0.846089924321115,0.461883408071749,0.272300469483568,0.639344262295082,0.727272727272727,0.282051282051282,0.25,0.25,0,0.391304347826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
216,216,Shakhtar Donetsk,0.285714285714286,0.351351351351351,0.538461538461538,0.2,0.333333333333333,0,0.615384615384615,0.222222222222222,0.545454545454546,0.374730021598272,0.768982363407321,0.367713004484305,0.278560250391236,0.229508196721311,0.181818181818182,0.282051282051282,0.166666666666667,0.25,0,0.347826086956522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
217,217,Roma,0.142857142857143,0.324324324324324,0.615384615384615,0.2,0.166666666666667,0,0.615384615384615,0.333333333333333,0.454545454545454,0.353131749460043,0.748459595680628,0.345291479820628,0.317683881064163,0.147540983606557,0.090909090909091,0.256410256410256,0.333333333333333,0.125,0,0.260869565217391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,218,Sevilla,0,0.648648648648649,0.615384615384615,0.6,0.666666666666667,0,0.923076923076923,0.222222222222222,0.590909090909091,0.392008639308855,0.784291655054849,0.385650224215247,0.192488262910798,0.344262295081967,0.363636363636364,0.41025641025641,0.083333333333333,0.125,0,0.391304347826087,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
219,219,Man. United,0,0.27027027027027,0.076923076923077,0.6,0.083333333333333,0,0.923076923076923,0.111111111111111,0.409090909090909,0.249460043196544,0.621453859045812,0.237668161434978,0.114241001564945,0.442622950819672,0.181818181818182,0.384615384615385,0.666666666666667,0.125,0,0.826086956521739,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,220,Bayern,0.714285714285714,0.891891891891892,1,0.866666666666667,0.666666666666667,0.333333333333333,0.461538461538462,0.333333333333333,0.840909090909091,0.42548596112311,0.790549137601701,0.417040358744395,0.145539906103286,0.278688524590164,0.363636363636364,0.076923076923077,0.083333333333333,0.125,0,0.565217391304348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
221,221,Beşiktaş,0,0.378378378378378,0.076923076923077,0.866666666666667,0.083333333333333,0,0.461538461538462,0.111111111111111,0.159090909090909,0.091792656587473,0.214126725033386,0.071748878923767,0,0.311475409836066,0.181818181818182,0.358974358974359,0.75,0.375,1,0.478260869565217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,222,Chelsea,0.142857142857143,0.243243243243243,0.153846153846154,0.4,0.166666666666667,0.666666666666667,0.230769230769231,0.111111111111111,0.090909090909091,0.17170626349892,0.441674849163177,0.153587443946188,0.311424100156495,0.524590163934426,0.454545454545455,0.435897435897436,0.166666666666667,0.25,0,0.608695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
223,223,Barcelona,0.142857142857143,0.243243243243243,0.153846153846154,0.4,0.166666666666667,0,0.230769230769231,0,0.909090909090909,0.781857451403888,0.975241781038152,0.788116591928251,0.179968701095462,0.40983606557377,0.272727272727273,0.179487179487179,0.166666666666667,0.375,0,0.434782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
224,224,Real Madrid,0.428571428571429,0.432432432432432,0.615384615384615,0.266666666666667,0.416666666666667,0,0.846153846153846,0.888888888888889,0.477272727272727,0.359611231101512,0.872142718698935,0.368834080717489,0.142410015649453,0.295081967213115,0.181818181818182,0.307692307692308,0.416666666666667,0.25,0,0.478260869565217,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
225,225,Paris,0.142857142857143,0.324324324324324,0.307692307692308,0.266666666666667,0.416666666666667,0,0.846153846153846,0.111111111111111,0.522727272727273,0.35097192224622,0.801966841586963,0.350896860986547,0.17057902973396,0.245901639344262,0.363636363636364,0.307692307692308,0.416666666666667,0.5,0,0.565217391304348,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,226,Porto,0,0.162162162162162,0.153846153846154,0.2,0.166666666666667,0,0.461538461538462,0.333333333333333,0.431818181818182,0.352051835853132,0.59664255728571,0.322869955156951,0.267605633802817,0.311475409836066,0.363636363636364,0.333333333333333,0.166666666666667,0,0,0.260869565217391,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
227,227,Liverpool,0.714285714285714,0.27027027027027,0.461538461538462,0.2,0.166666666666667,0.333333333333333,0.461538461538462,0,0.568181818181818,0.468682505399568,0.640463880800598,0.430493273542601,0.283255086071988,0.459016393442623,0.272727272727273,0.384615384615385,0.166666666666667,0,0,0.304347826086957,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,228,Basel,0,0.27027027027027,0.230769230769231,0.4,0.166666666666667,0,0.230769230769231,0.444444444444444,0.068181818181818,0.165226781857451,0.365203333307299,0.141255605381166,0.320813771517997,0.639344262295082,0.636363636363636,0.307692307692308,0.166666666666667,0.25,0,0.260869565217391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
229,229,Man. City,0.571428571428571,0.378378378378378,0.538461538461538,0.4,0.166666666666667,0,0.230769230769231,0.333333333333333,0.931818181818182,0.779697624190065,0.912795939837515,0.770179372197309,0.237871674491393,0.557377049180328,0.272727272727273,0.102564102564103,0.166666666666667,0.25,0,0.086956521739131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
230,230,Juventus,0.285714285714286,0.243243243243243,0.384615384615385,0.2,0.166666666666667,0.333333333333333,0.384615384615385,0.555555555555556,0.204545454545455,0.128509719222462,0.339402774019533,0.109865470852018,0.226917057902973,0.360655737704918,0.363636363636364,0.717948717948718,0.083333333333333,0.375,0,0.565217391304348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
231,231,Tottenham,0.285714285714286,0.243243243243243,0.461538461538462,0.2,0.083333333333333,0,0.384615384615385,0,0.795454545454546,0.505399568034557,0.791686533401001,0.489910313901345,0.222222222222222,0.213114754098361,0.727272727272727,0.205128205128205,0.166666666666667,0.25,0,0.434782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,232,Tottenham,0,0.405405405405405,0.615384615384615,0.333333333333333,0.25,0,0.615384615384615,0.333333333333333,0.75,0.386609071274298,0.533650797933333,0.34304932735426,0.134585289514867,0.098360655737705,0.090909090909091,0.358974358974359,0.5,0,0,0.086956521739131,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,233,Liverpool,0.285714285714286,0.351351351351351,0.230769230769231,0.333333333333333,0.5,0,0.615384615384615,0.222222222222222,0.25,0.118790496760259,0,0.075112107623318,0.161189358372457,0.213114754098361,0.090909090909091,0.512820512820513,0.25,0,0,0.130434782608696,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,234,Ajax,0.285714285714286,0.405405405405405,0.307692307692308,0.333333333333333,0.583333333333333,0.333333333333333,0.461538461538462,0.222222222222222,0.340909090909091,0.237580993520518,0.461641193055348,0.209641255605381,0.361502347417841,0.59016393442623,0.363636363636364,0.538461538461538,0.583333333333333,0.375,0,0.434782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
235,235,Tottenham,0.428571428571429,0.486486486486487,0.538461538461538,0.333333333333333,0.583333333333333,0.666666666666667,0.461538461538462,0.111111111111111,0.659090909090909,0.427645788336933,0.667124071317373,0.399103139013453,0.314553990610329,0.475409836065574,0,0.230769230769231,0.583333333333333,0.25,0,0.391304347826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,236,Liverpool,0.571428571428571,0.324324324324324,0.538461538461538,0.2,0.25,0,0.538461538461538,0.111111111111111,0.386363636363636,0.321814254859611,0.354009002324776,0.26457399103139,0.270735524256651,0.442622950819672,0.363636363636364,0.307692307692308,0.083333333333333,0.25,0,0.391304347826087,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
237,237,Barcelona,0,0.216216216216216,0.384615384615385,0.2,0.083333333333333,0,0.538461538461538,0.222222222222222,0.613636363636364,0.488120950323974,0.583019416183285,0.437219730941704,0.165884194053208,0.39344262295082,0.090909090909091,0.538461538461538,0.25,0.375,0,0.260869565217391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,238,Barcelona,0.428571428571429,0.27027027027027,0.384615384615385,0.266666666666667,0.166666666666667,0.333333333333333,0.230769230769231,0.222222222222222,0.454545454545454,0.404967602591793,0.643548235588814,0.375560538116592,0.233176838810642,0.426229508196721,0.636363636363636,0.538461538461538,0.416666666666667,0.375,0,0.347826086956522,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
239,239,Liverpool,0,0.297297297297297,0.230769230769231,0.266666666666667,0.416666666666667,0.333333333333333,0.230769230769231,0.111111111111111,0.545454545454546,0.456803455723542,0.54234832005289,0.403587443946188,0.25508607198748,0.40983606557377,0.363636363636364,0.102564102564103,0.166666666666667,0.125,0,0.521739130434783,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,240,Tottenham,0,0.297297297297297,0.076923076923077,0.466666666666667,0.333333333333333,0,0.230769230769231,0,0.477272727272727,0.330453563714903,0.253810442414093,0.257847533632287,0.295774647887324,0.557377049180328,0.090909090909091,0.487179487179487,0.416666666666667,0,0,0.478260869565217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
241,241,Ajax,0.142857142857143,0.351351351351351,0.153846153846154,0.466666666666667,0.416666666666667,0.333333333333333,0.230769230769231,0.555555555555556,0.522727272727273,0.321814254859611,0.404461591729733,0.271300448430493,0.320813771517997,0.59016393442623,0.181818181818182,0.384615384615385,0.333333333333333,0.25,0,0.478260869565217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
242,242,Porto,0.142857142857143,0.513513513513514,0.615384615384615,0.533333333333333,0.333333333333333,0,0.461538461538462,0.222222222222222,0.545454545454546,0.327213822894169,0.430345654511134,0.27914798206278,0.220657276995305,0.557377049180328,0.090909090909091,0.205128205128205,0.083333333333333,0.125,0,0.565217391304348,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
243,243,Liverpool,0.571428571428571,0.351351351351351,0.384615384615385,0.533333333333333,0.083333333333333,0,0.461538461538462,0.222222222222222,0.454545454545454,0.301295896328294,0.393749312167878,0.253363228699552,0.273865414710485,0.442622950819672,0.181818181818182,0.358974358974359,0.333333333333333,0.125,0,0.434782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,244,Man. City,0.571428571428571,0.513513513513514,0.615384615384615,0.533333333333333,0.333333333333333,0,0.307692307692308,0.333333333333333,0.795454545454546,0.456803455723542,0.900706341256391,0.464125560538117,0.25508607198748,0.327868852459016,0.545454545454545,0.230769230769231,0.166666666666667,0,0,0.217391304347826,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
245,245,Tottenham,0.428571428571429,0.405405405405405,0.461538461538462,0.533333333333333,0.166666666666667,0,0.307692307692308,0.222222222222222,0.204545454545455,0.16414686825054,0.521244189979712,0.154708520179372,0.291079812206573,0.327868852459016,0.363636363636364,0.487179487179487,0.333333333333333,0.5,0,0.434782608695652,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,246,Juventus,0.142857142857143,0.27027027027027,0.153846153846154,0.266666666666667,0.416666666666667,0,0.307692307692308,0.111111111111111,0.522727272727273,0.27645788336933,0.419857921829834,0.236547085201794,0.21283255086072,0.327868852459016,0.454545454545455,0.179487179487179,0.25,0.25,0,0.478260869565217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
247,247,Ajax,0.285714285714286,0.27027027027027,0.307692307692308,0.266666666666667,0.25,0,0.307692307692308,0.333333333333333,0.477272727272727,0.259179265658747,0.472716151705216,0.228699551569507,0.248826291079812,0.426229508196721,0.363636363636364,0.512820512820513,0.416666666666667,0,0,0.391304347826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,248,Barcelona,0.428571428571429,0.324324324324324,0.461538461538462,0.266666666666667,0.25,0,0.615384615384615,0,0.795454545454546,0.690064794816415,0.977380159509128,0.70067264573991,0.139280125195618,0.213114754098361,0.272727272727273,0.128205128205128,0.25,0.125,0,0.304347826086957,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
249,249,Man. United,0,0.243243243243243,0.230769230769231,0.266666666666667,0.25,0.333333333333333,0.615384615384615,0.333333333333333,0.204545454545455,0.264578833693305,0.814323028871679,0.273542600896861,0.183098591549296,0.245901639344262,0.363636363636364,0.41025641025641,0.25,0,0,0.521739130434783,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,250,Man. United,0,0.243243243243243,0,0.466666666666667,0.25,0,0.153846153846154,0.222222222222222,0.227272727272727,0.260259179265659,0.541702455366572,0.237668161434978,0.179968701095462,0.278688524590164,0.272727272727273,0.102564102564103,0,0.375,0,0.565217391304348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
251,251,Barcelona,0.142857142857143,0.243243243243243,0.230769230769231,0.466666666666667,0,0,0.153846153846154,0,0.772727272727273,0.687904967602592,0.952250424897298,0.692825112107623,0.143974960876369,0.098360655737705,0.090909090909091,0.538461538461538,0.25,0.25,0,0.347826086956522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,252,Ajax,0.142857142857143,0.45945945945946,0.461538461538462,0.6,0.25,0,0.307692307692308,0.444444444444444,0.681818181818182,0.476241900647948,0.725068117310161,0.451793721973094,0.270735524256651,0.459016393442623,0.363636363636364,0.205128205128205,0.083333333333333,0.5,0,0.521739130434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
253,253,Juventus,0.142857142857143,0.27027027027027,0.076923076923077,0.6,0.083333333333333,0.333333333333333,0.307692307692308,0,0.318181818181818,0.239740820734341,0.465811254016372,0.211883408071749,0.269170579029734,0.344262295081967,0.272727272727273,0.333333333333333,0.25,0.125,0,0.304347826086957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,254,Tottenham,0.142857142857143,0.324324324324324,0.307692307692308,0.333333333333333,0.333333333333333,0,0.230769230769231,0.222222222222222,0.295454545454545,0.233261339092873,0.504146846098072,0.210762331838565,0.267605633802817,0.40983606557377,0.363636363636364,0.461538461538462,0.333333333333333,0.125,0,0.260869565217391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
255,255,Man. City,0,0.27027027027027,0.153846153846154,0.333333333333333,0.333333333333333,0,0.230769230769231,0.666666666666667,0.704545454545455,0.430885529157667,0.80175726061164,0.423766816143498,0.200312989045383,0.311475409836066,0.090909090909091,0.435897435897436,0.333333333333333,0.25,0,0.347826086956522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
256,256,Liverpool,0.285714285714286,0.351351351351351,0.230769230769231,0.266666666666667,0.583333333333333,0,0.307692307692308,0.444444444444444,0.704545454545455,0.538876889848812,0.667207214281103,0.496636771300448,0.198748043818467,0.459016393442623,0.181818181818182,0.358974358974359,0.083333333333333,0,0,0.260869565217391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
257,257,Porto,0,0.189189189189189,0.230769230769231,0.266666666666667,0.083333333333333,0,0.307692307692308,0.222222222222222,0.295454545454545,0.213822894168467,0.156128828299901,0.158071748878924,0.226917057902973,0.524590163934426,0.181818181818182,0.487179487179487,0.583333333333333,0.25,0,0.173913043478261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,258,Barcelona,0.714285714285714,0.513513513513514,0.692307692307692,0.4,0.416666666666667,0,0.461538461538462,0.444444444444444,0.568181818181818,0.470842332613391,0.817906408536683,0.463004484304933,0.134585289514867,0.360655737704918,0.636363636363636,0.153846153846154,0.25,0.125,0,0.347826086956522,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
259,259,Lyon,0.142857142857143,0.27027027027027,0.153846153846154,0.4,0.25,0,0.461538461538462,0.222222222222222,0.431818181818182,0.353131749460043,0.740541483057716,0.344170403587444,0.167449139280125,0.377049180327869,0.090909090909091,0.076923076923077,0.416666666666667,0.25,0,0.652173913043478,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,260,Bayern,0.142857142857143,0.135135135135135,0.076923076923077,0.133333333333333,0.25,0,0.153846153846154,0.555555555555556,0.704545454545455,0.463282937365011,0.727111095036221,0.440582959641256,0.284820031298905,0.540983606557377,0.363636363636364,0.41025641025641,0.083333333333333,0.25,0,0.173913043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
261,261,Liverpool,0.428571428571429,0.216216216216216,0.461538461538462,0.133333333333333,0.083333333333333,0,0.153846153846154,0.222222222222222,0.295454545454545,0.274298056155508,0.434368236707198,0.236547085201794,0.322378716744914,0.377049180327869,0.363636363636364,0.358974358974359,0.25,0.375,0,0.478260869565217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,262,Juventus,0.428571428571429,0.378378378378378,0.307692307692308,0.466666666666667,0.333333333333333,0,0.384615384615385,0,0.75,0.439524838012959,0.644687034754372,0.405829596412556,0.230046948356808,0.573770491803279,0.272727272727273,0.153846153846154,0.083333333333333,0.125,0,0.391304347826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
263,263,Atlético,0,0.189189189189189,0,0.466666666666667,0.083333333333333,0,0.384615384615385,0.222222222222222,0.25,0.183585313174946,0.283573230449622,0.147982062780269,0.236306729264476,0.459016393442623,0.727272727272727,0.487179487179487,0.333333333333333,0.375,0,0.608695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,264,Man. City,1,0.378378378378378,0.846153846153846,0.133333333333333,0.166666666666667,0.333333333333333,0.230769230769231,0.222222222222222,0.863636363636364,0.673866090712743,0.991507757954656,0.688340807174888,0.137715179968701,0.295081967213115,0.090909090909091,0.102564102564103,0,0.25,0,0.304347826086957,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
265,265,Schalke,0,0.027027027027027,0,0.133333333333333,0,0,0.230769230769231,0.111111111111111,0.136363636363636,0.150107991360691,0.323802759477147,0.125560538116592,0.070422535211268,0.311475409836066,0.363636363636364,0.128205128205128,0.166666666666667,0.125,0,0.173913043478261,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,266,Paris,0.142857142857143,0.27027027027027,0.307692307692308,0.333333333333333,0.166666666666667,0.333333333333333,0.307692307692308,0.444444444444444,0.909090909090909,0.636069114470842,0.947142671969605,0.64237668161435,0.214397496087637,0.295081967213115,0.727272727272727,0.102564102564103,0.083333333333333,0.375,0,0.260869565217391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
267,267,Man. United,0.428571428571429,0.243243243243243,0.307692307692308,0.333333333333333,0.083333333333333,0,0.307692307692308,0.222222222222222,0.090909090909091,0.120950323974082,0.497494735313339,0.116591928251121,0.273865414710485,0.163934426229508,0.181818181818182,0.358974358974359,0.166666666666667,0.125,0,0.521739130434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
268,268,Porto,0.428571428571429,0.72972972972973,0.692307692307692,0.933333333333333,0.416666666666667,0,0.769230769230769,0.111111111111111,0.704545454545455,0.431965442764579,0.692129864652727,0.40695067264574,0.754303599374022,0.524590163934426,0.090909090909091,0.717948717948718,0.666666666666667,0.5,0,0.695652173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
269,269,Roma,0.142857142857143,0.594594594594595,0.076923076923077,0.933333333333333,0.666666666666667,0,0.769230769230769,0.222222222222222,0.295454545454545,0.234341252699784,0.394292852779898,0.199551569506726,0.735524256651018,0.508196721311475,0.090909090909091,0.769230769230769,0.416666666666667,0.625,0,0.739130434782609,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,270,Dortmund,0,0.513513513513514,0.461538461538462,0.333333333333333,0.75,0,0.769230769230769,0.444444444444444,0.772727272727273,0.667386609071274,0.879450098411925,0.65695067264574,0.283255086071988,0.442622950819672,0.181818181818182,0.102564102564103,0.083333333333333,0,0,0.043478260869565,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
271,271,Tottenham,0.142857142857143,0.162162162162162,0.076923076923077,0.333333333333333,0.083333333333333,0,0.769230769230769,0.222222222222222,0.227272727272727,0.279697624190065,0.627676078188025,0.26457399103139,0.338028169014085,0.377049180327869,0.636363636363636,0.512820512820513,0.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,272,Real Madrid,0.142857142857143,0.513513513513514,0.538461538461538,0.666666666666667,0.25,0.666666666666667,0.461538461538462,0.111111111111111,0.636363636363636,0.398488120950324,0.483151406497387,0.345291479820628,0.164319248826291,0.295081967213115,0.454545454545455,0.205128205128205,0.166666666666667,0.375,1,0.391304347826087,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
